n_hidden_layers,alpha,learning_rate_init,activation,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,max_iter,learning_rate,batch_size,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.523381,0.558117,0.558117,0.537179,0.517046,0.517046,497430211731697.75,507052567786726.75,507052567786726.75,23.09,19260817.0,1000.0,adaptive,auto,0.513605,0.582809,0.582809
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.501521,0.526517,0.526517,0.54936,0.535214,0.535214,617516934185311.2,631158471101333.8,631158471101333.8,11.86,19260817.0,1000.0,adaptive,auto,0.515646,0.549266,0.549266
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances']",0.7919471007529546,0.537983,0.567099,0.567099,0.528886,0.511764,0.511764,501592331039773.06,523975259257337.06,523975259257337.06,22.56,19260817.0,1000.0,adaptive,auto,0.522222,0.58805,0.58805
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts']",0.8049857274440886,0.512667,0.534475,0.534475,0.543183,0.530697,0.530697,609632433666195.9,626958679805094.2,626958679805094.2,10.82,19260817.0,1000.0,adaptive,auto,0.515193,0.571279,0.571279
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.516582,0.537275,0.537275,0.540997,0.529099,0.529099,602290474436962.4,618950319094847.4,618950319094847.4,21.43,19260817.0,1000.0,adaptive,auto,0.520862,0.557652,0.557652
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.514488,0.536467,0.536467,0.542167,0.52956,0.52956,660558167396844.0,680119362326261.1,680119362326261.1,12.79,19260817.0,1000.0,adaptive,auto,0.520862,0.569182,0.569182
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.51579,0.536044,0.536044,0.54144,0.529802,0.529802,688699741642657.1,713863782809007.2,713863782809007.2,18.71,19260817.0,1000.0,adaptive,auto,0.528345,0.54717,0.54717
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs']",0.8541358029977908,0.519039,0.537418,0.537418,0.53962,0.529017,0.529017,603376777923562.6,622650904588528.0,622650904588528.0,14.48,19260817.0,1000.0,adaptive,auto,0.520408,0.553459,0.553459
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds']",0.8659768297633487,0.547925,0.568901,0.568901,0.523165,0.510697,0.510697,489351411277976.2,518188720172894.3,518188720172894.3,29.86,19260817.0,1000.0,adaptive,auto,0.539683,0.581761,0.581761
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.550782,0.569361,0.569361,0.521509,0.510425,0.510425,440564361046248.4,472877062899805.9,472877062899805.9,22.27,19260817.0,1000.0,adaptive,auto,0.542404,0.593291,0.593291
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.553799,0.57249,0.57249,0.519755,0.508567,0.508567,494480893278494.4,525813323083258.2,525813323083258.2,44.56,19260817.0,1000.0,adaptive,auto,0.535374,0.589099,0.589099
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.55013,0.565651,0.565651,0.521887,0.512619,0.512619,579210857129754.0,617788222528662.1,617788222528662.1,28.5,19260817.0,1000.0,adaptive,auto,0.533107,0.555556,0.555556
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances']",0.9003977265227703,0.554608,0.573154,0.573154,0.519283,0.508172,0.508172,512487876616403.94,541985806887702.0,541985806887702.0,24.95,19260817.0,1000.0,adaptive,auto,0.534694,0.597484,0.597484
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50']",0.906940299335011,0.559248,0.561969,0.561969,0.516572,0.514787,0.514787,597936367096091.0,642999285883217.2,642999285883217.2,43.93,19260817.0,1000.0,adaptive,auto,0.554649,0.568134,0.568134
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s']",0.9130469708326392,0.556569,0.567572,0.567572,0.518139,0.511484,0.511484,510504577397229.94,544181964005294.8,544181964005294.8,22.56,19260817.0,1000.0,adaptive,auto,0.550113,0.550314,0.550314
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.561014,0.569422,0.569422,0.515535,0.510389,0.510389,569257916923632.5,606764759394920.8,606764759394920.8,32.68,19260817.0,1000.0,adaptive,auto,0.546259,0.571279,0.571279
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists']",0.9248985490429719,0.562738,0.559142,0.559142,0.514522,0.516445,0.516445,535724383937280.44,579372494885337.5,579372494885337.5,36.92,19260817.0,1000.0,adaptive,auto,0.543084,0.57652,0.57652
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.56425,0.561521,0.561521,0.513632,0.515051,0.515051,511902924856123.3,557314085285297.44,557314085285297.44,39.44,19260817.0,1000.0,adaptive,auto,0.546712,0.559748,0.559748
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.567865,0.556499,0.556499,0.511497,0.517992,0.517992,472440081561309.8,523717002579148.25,523717002579148.25,42.22,19260817.0,1000.0,adaptive,auto,0.541497,0.550314,0.550314
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109905,0.572948,0.559967,0.559967,0.50848,0.515962,0.515962,548730412807612.6,599313245570531.9,599313245570531.9,47.03,19260817.0,1000.0,adaptive,auto,0.547166,0.551363,0.551363
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.576529,0.552196,0.552196,0.506344,0.520498,0.520498,579625140939874.2,631474235299648.6,631474235299648.6,58.7,19260817.0,1000.0,adaptive,auto,0.546485,0.561845,0.561845
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained']",0.9523402288050722,0.57692,0.559839,0.559839,0.506109,0.516037,0.516037,540946917776497.56,592729252085062.8,592729252085062.8,47.43,19260817.0,1000.0,adaptive,auto,0.556009,0.533543,0.533543
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements']",0.9575623339697504,0.579808,0.553037,0.553037,0.50438,0.520009,0.520009,583484922598403.0,644155529175914.8,644155529175914.8,69.38,19260817.0,1000.0,adaptive,auto,0.573469,0.563941,0.563941
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists']",0.9622116975748499,0.583267,0.547925,0.547925,0.502299,0.522974,0.522974,607236453961968.4,666855951920335.6,666855951920335.6,71.48,19260817.0,1000.0,adaptive,auto,0.56576,0.531447,0.531447
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50']",0.9668398251654758,0.581333,0.543047,0.543047,0.503463,0.525788,0.525788,581815993870735.8,641355763837289.2,641355763837289.2,43.89,19260817.0,1000.0,adaptive,auto,0.575057,0.533543,0.533543
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319709,0.585239,0.54176,0.54176,0.501109,0.526528,0.526528,607634483312864.0,668370731402974.1,668370731402974.1,69.11,19260817.0,1000.0,adaptive,auto,0.559637,0.566038,0.566038
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers']",0.9750128387391142,0.585556,0.545808,0.545808,0.500917,0.524198,0.524198,563553364491857.2,620080331720108.6,620080331720108.6,62.45,19260817.0,1000.0,adaptive,auto,0.562358,0.5587,0.5587
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks']",0.9786082458844693,0.584833,0.532442,0.532442,0.501354,0.531855,0.531855,620816090855889.4,688822038838255.6,688822038838255.6,49.63,19260817.0,1000.0,adaptive,auto,0.572109,0.566038,0.566038
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50']",0.9821571136477905,0.588263,0.535499,0.535499,0.499279,0.530113,0.530113,671443305428422.4,749820363978461.1,749820363978461.1,75.81,19260817.0,1000.0,adaptive,auto,0.575057,0.545073,0.545073
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks']",0.9855366104335249,0.595374,0.525533,0.525533,0.494949,0.53577,0.53577,559727169594563.2,625942613510497.0,625942613510497.0,114.03,19260817.0,1000.0,adaptive,auto,0.555102,0.539832,0.539832
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.601881,0.528415,0.528415,0.490953,0.53414,0.53414,593867970009319.8,674592099252125.2,674592099252125.2,111.61,19260817.0,1000.0,adaptive,auto,0.575737,0.550314,0.550314
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks']",0.9918657644199986,0.590889,0.531062,0.531062,0.497684,0.532639,0.532639,606777672870859.2,672629691724043.5,672629691724043.5,58.99,19260817.0,1000.0,adaptive,auto,0.558957,0.556604,0.556604
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %']",0.9946253824061244,0.590893,0.526633,0.526633,0.497682,0.535148,0.535148,594360528620211.6,660074294100669.2,660074294100669.2,66.63,19260817.0,1000.0,adaptive,auto,0.564399,0.542977,0.542977
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals']",0.9966894167418735,0.600208,0.540574,0.540574,0.491983,0.527209,0.527209,655892579659947.2,722586335660552.8,722586335660552.8,88.41,19260817.0,1000.0,adaptive,auto,0.582993,0.559748,0.559748
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway']",0.9984280188842564,0.611771,0.532418,0.532418,0.484817,0.531868,0.531868,611358949116649.0,694081672047460.8,694081672047460.8,205.08,19260817.0,1000.0,adaptive,auto,0.578231,0.554507,0.554507
1.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway', 'Winloss']",0.9999999999999998,0.608123,0.538221,0.538221,0.487089,0.528558,0.528558,620997532451250.2,698202785592332.4,698202785592332.4,132.85,19260817.0,1000.0,adaptive,auto,0.5839,0.545073,0.545073
1.0,0.0001,0.001,relu,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances']",0.9003977265227703,0.558207,0.577359,0.577359,0.517181,0.505663,0.505663,442152867686235.56,472198505831564.6,472198505831564.6,20.01,19260817.0,1000.0,adaptive,auto,0.526757,0.57652,0.57652
2.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances']",0.9003977265227703,0.572614,0.569917,0.569917,0.508678,0.510096,0.510096,472583771232623.56,513255658925598.2,513255658925598.2,87.99,19260817.0,1000.0,adaptive,auto,0.542404,0.560797,0.560797
3.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances']",0.9003977265227703,0.576648,0.563777,0.563777,0.506272,0.513723,0.513723,434777786330437.56,477651822753363.9,477651822753363.9,105.93,19260817.0,1000.0,adaptive,auto,0.527891,0.572327,0.572327
4.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances']",0.9003977265227703,0.570163,0.560576,0.560576,0.510135,0.515605,0.515605,429455659435895.4,472879966417480.06,472879966417480.06,98.49,19260817.0,1000.0,adaptive,auto,0.537868,0.557652,0.557652
5.0,0.0001,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances']",0.9003977265227703,0.567211,0.575603,0.575603,0.511884,0.506712,0.506712,486821937785021.2,513936113173144.8,513936113173144.8,136.75,19260817.0,1000.0,adaptive,auto,0.534014,0.561845,0.561845
1.0,1e-08,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances']",0.9003977265227703,0.554614,0.573152,0.573152,0.51928,0.508174,0.508174,512518367919226.8,542014553158105.4,542014553158105.4,25.02,19260817.0,1000.0,adaptive,auto,0.534694,0.600629,0.600629
1.0,1e-06,0.001,logistic,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances']",0.9003977265227703,0.554614,0.573152,0.573152,0.51928,0.508174,0.508174,512518072709203.8,542014276506969.94,542014276506969.94,24.96,19260817.0,1000.0,adaptive,auto,0.534694,0.600629,0.600629
