n_estimators,max_depth,subsample,colsample_bytree,learning_rate,reg_alpha,features,feature combo ningxiang score,Train r2,Val r2,Test r2,Train RMSE,Val RMSE,Test RMSE,Train MAPE,Val MAPE,Test MAPE,Time,random_state,n_jobs,Train Brownlow Metric,Val Brownlow Metric,Test Brownlow Metric
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions']",0.7562403677250018,0.534414,0.565994,0.565994,0.530925,0.512417,0.512417,428294642229600.75,435362053523941.94,435362053523941.94,0.9,19260817.0,-1.0,0.518821,0.577568,0.577568
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals']",0.7765535537689908,0.555279,0.574152,0.574152,0.518892,0.507577,0.507577,429872603610183.4,453437594933079.1,453437594933079.1,2.83,19260817.0,-1.0,0.539683,0.591195,0.591195
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances']",0.7919471007529546,0.565738,0.571511,0.571511,0.512754,0.509149,0.509149,434811189897501.44,477190524617850.44,477190524617850.44,1.09,19260817.0,-1.0,0.535601,0.581761,0.581761
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts']",0.8049857274440886,0.570583,0.575722,0.575722,0.509886,0.506641,0.506641,438388695762576.2,484028184129255.94,484028184129255.94,1.16,19260817.0,-1.0,0.534014,0.58805,0.58805
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances']",0.8175406880045384,0.57639,0.57693,0.57693,0.506426,0.505919,0.505919,406495906110387.3,449063559337532.5,449063559337532.5,1.31,19260817.0,-1.0,0.529705,0.568134,0.568134
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50']",0.8299825644950556,0.579804,0.575171,0.575171,0.504382,0.50697,0.50697,430102728669741.44,481861184443299.75,481861184443299.75,1.33,19260817.0,-1.0,0.540363,0.570231,0.570231
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts']",0.8421594803742163,0.586998,0.57095,0.57095,0.500045,0.509482,0.509482,405287595664240.56,463251899525969.1,463251899525969.1,1.62,19260817.0,-1.0,0.533107,0.560797,0.560797
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs']",0.8541358029977908,0.587594,0.573359,0.573359,0.499684,0.50805,0.50805,427769003455107.1,487366663497964.3,487366663497964.3,1.7,19260817.0,-1.0,0.544898,0.573375,0.573375
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds']",0.8659768297633487,0.59178,0.568857,0.568857,0.497142,0.510723,0.510723,413772706966761.3,479807769780570.56,479807769780570.56,1.75,19260817.0,-1.0,0.541043,0.587002,0.587002
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks']",0.8764627957636986,0.595362,0.571353,0.571353,0.494956,0.509243,0.509243,403937049958064.56,468623783560360.06,468623783560360.06,1.78,19260817.0,-1.0,0.533107,0.580713,0.580713
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces']",0.8858545003433346,0.599856,0.57522,0.57522,0.4922,0.506941,0.506941,393308471281273.0,458948534679503.25,458948534679503.25,3.0,19260817.0,-1.0,0.536961,0.585954,0.585954
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals']",0.8934391461254398,0.601325,0.572348,0.572348,0.491296,0.508651,0.508651,395352727932372.25,459536473876756.94,459536473876756.94,1.98,19260817.0,-1.0,0.535828,0.571279,0.571279
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances']",0.9003977265227703,0.604558,0.575456,0.575456,0.489299,0.5068,0.5068,393483758866530.25,454357548717391.06,454357548717391.06,1.92,19260817.0,-1.0,0.532426,0.574423,0.574423
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50']",0.906940299335011,0.598601,0.570932,0.570932,0.492971,0.509493,0.509493,431368014863625.9,497762287792806.3,497762287792806.3,3.18,19260817.0,-1.0,0.546032,0.577568,0.577568
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s']",0.9130469708326392,0.601438,0.574439,0.574439,0.491226,0.507406,0.507406,415111295863514.06,476036773554915.6,476036773554915.6,2.27,19260817.0,-1.0,0.535601,0.584906,0.584906
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters']",0.919120335160259,0.605629,0.577785,0.577785,0.488637,0.505408,0.505408,384525105305526.75,443351033761039.94,443351033761039.94,5.07,19260817.0,-1.0,0.540136,0.573375,0.573375
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists']",0.9248985490429719,0.604615,0.573255,0.573255,0.489264,0.508112,0.508112,409760009952994.06,472598543904563.5,472598543904563.5,2.34,19260817.0,-1.0,0.539683,0.602725,0.602725
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions']",0.9306217431588558,0.603172,0.579737,0.579737,0.490156,0.504239,0.504239,418477768170192.4,480786695890278.3,480786695890278.3,2.6,19260817.0,-1.0,0.538549,0.57652,0.57652
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains']",0.9362167668092989,0.606861,0.578642,0.578642,0.487873,0.504895,0.504895,388198791388879.56,446814401035732.6,446814401035732.6,4.89,19260817.0,-1.0,0.529478,0.566038,0.566038
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s']",0.9417404842109905,0.603813,0.571299,0.571299,0.48976,0.509275,0.509275,428441080758043.1,496310490258091.1,496310490258091.1,5.44,19260817.0,-1.0,0.540136,0.590147,0.590147
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For']",0.9470934756360015,0.606486,0.572474,0.572474,0.488105,0.508576,0.508576,421357509522872.06,488356665944040.44,488356665944040.44,2.7,19260817.0,-1.0,0.544898,0.582809,0.582809
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained']",0.9523402288050722,0.607749,0.575282,0.575282,0.487321,0.506904,0.506904,391229261366168.44,455267121499053.7,455267121499053.7,2.75,19260817.0,-1.0,0.533787,0.595388,0.595388
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements']",0.9575623339697504,0.606663,0.574364,0.574364,0.487996,0.507451,0.507451,427893220152378.75,492273336564133.5,492273336564133.5,3.14,19260817.0,-1.0,0.543991,0.567086,0.567086
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists']",0.9622116975748499,0.608602,0.57494,0.57494,0.486791,0.507108,0.507108,389325892736417.06,451541876581279.3,451541876581279.3,2.95,19260817.0,-1.0,0.535374,0.566038,0.566038
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50']",0.9668398251654758,0.60679,0.575025,0.575025,0.487917,0.507057,0.507057,417579740563038.25,481630609321858.25,481630609321858.25,3.97,19260817.0,-1.0,0.54263,0.571279,0.571279
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles']",0.9712453380319709,0.60512,0.571161,0.571161,0.488951,0.509357,0.509357,416474210729026.75,484978572465133.5,484978572465133.5,6.02,19260817.0,-1.0,0.537188,0.581761,0.581761
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers']",0.9750128387391142,0.607068,0.573951,0.573951,0.487744,0.507697,0.507697,394357736196303.1,455741647150242.6,455741647150242.6,3.37,19260817.0,-1.0,0.530385,0.566038,0.566038
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks']",0.9786082458844693,0.607938,0.570655,0.570655,0.487204,0.509658,0.509658,411403885979193.8,477739154246392.0,477739154246392.0,3.37,19260817.0,-1.0,0.543084,0.579665,0.579665
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50']",0.9821571136477905,0.602926,0.568483,0.568483,0.490308,0.510945,0.510945,436157101829183.9,507512473066379.7,507512473066379.7,3.76,19260817.0,-1.0,0.551247,0.579665,0.579665
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks']",0.9855366104335249,0.60524,0.569895,0.569895,0.488877,0.510108,0.510108,433851850608188.3,503258728165937.4,503258728165937.4,3.71,19260817.0,-1.0,0.552834,0.577568,0.577568
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers']",0.9888737229850916,0.609196,0.573782,0.573782,0.486421,0.507798,0.507798,388446546411640.25,452096782533196.1,452096782533196.1,6.83,19260817.0,-1.0,0.537415,0.603774,0.603774
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks']",0.9918657644199986,0.606715,0.572903,0.572903,0.487963,0.508322,0.508322,421993353859479.94,490016570773938.25,490016570773938.25,3.9,19260817.0,-1.0,0.544898,0.58805,0.58805
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %']",0.9946253824061244,0.607386,0.5729,0.5729,0.487547,0.508323,0.508323,429617206323937.25,497271527561916.8,497271527561916.8,4.13,19260817.0,-1.0,0.546712,0.579665,0.579665
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals']",0.9966894167418735,0.609694,0.574073,0.574073,0.486111,0.507625,0.507625,395792120026574.0,460617890288302.56,460617890288302.56,4.02,19260817.0,-1.0,0.537415,0.585954,0.585954
50.0,12.0,0.7,0.7,0.1,0.01,"['AFLCA_votes', 'Disposals', 'Contested Possessions', 'Goals', 'Centre Clearances', 'Intercepts', 'Clearances', 'Marks Inside 50', 'Hitouts', 'Handballs', 'Behinds', 'Contested Marks', 'Bounces', 'Ineffective Disposals', 'Stoppage Clearances', 'Tackles Inside 50', 'Rebound 50s', 'One Percenters', 'Goal Assists', 'Uncontested Possessions', 'Frees Agains', 'Inside 50s', 'Frees For', 'Metres Gained', 'Score Involvements', 'Behind Assists', 'Tackles Outside 50', 'Tackles', 'Clangers', 'Uncontested Marks', 'Marks Outside 50', 'Kicks', 'Turnovers', 'Marks', 'Time On Ground %', 'Effective Disposals', 'HomeAway']",0.9984280188842564,0.609405,0.570403,0.570403,0.486292,0.509807,0.509807,422282083140167.8,490897710843891.56,490897710843891.56,4.09,19260817.0,-1.0,0.548526,0.582809,0.582809
